Date,Year,Month,ET,GPP,LAI,
8/13/2005,2005,8,0.9,2.3,1.5,
8/14/2005,2005,8,0.9,2.3,1.5,
8/15/2005,2005,8,0.9,2.3,1.5,
8/16/2005,2005,8,0.9,2.3,1.5,
8/17/2005,2005,8,0.9,2.3,1.5,
8/18/2005,2005,8,0.9,2.3,1.5,
8/19/2005,2005,8,0.9,2.3,1.5,
8/20/2005,2005,8,0.9,2.3,1.5,
8/21/2005,2005,8,1,2.5,1,
8/22/2005,2005,8,1,2.5,1,
8/23/2005,2005,8,1,2.5,1,
8/24/2005,2005,8,1,2.5,1,
8/25/2005,2005,8,1,2.5,1,
8/26/2005,2005,8,1,2.5,1,
8/27/2005,2005,8,1,2.5,1,
8/28/2005,2005,8,1,2.5,1,
8/29/2005,2005,8,1,2.4,2.2,
8/30/2005,2005,8,1,2.4,2.2,
8/31/2005,2005,8,1,2.4,2.2,
9/1/2005,2005,9,1,2.4,2.2,
9/2/2005,2005,9,1,2.4,2.2,
9/3/2005,2005,9,1,2.4,2.2,
9/4/2005,2005,9,1,2.4,2.2,
9/5/2005,2005,9,1,2.4,2.2,
9/6/2005,2005,9,1.3,3.6,1.6,
9/7/2005,2005,9,1.3,3.6,1.6,
9/8/2005,2005,9,1.3,3.6,1.6,
9/9/2005,2005,9,1.3,3.6,1.6,
9/10/2005,2005,9,1.3,3.6,1.6,
9/11/2005,2005,9,1.3,3.6,1.6,
9/12/2005,2005,9,1.3,3.6,1.6,
9/13/2005,2005,9,1.3,3.6,1.6,
9/14/2005,2005,9,1.8,4.7,1.7,
9/15/2005,2005,9,1.8,4.7,1.7,
9/16/2005,2005,9,1.8,4.7,1.7,
9/17/2005,2005,9,1.8,4.7,1.7,
9/18/2005,2005,9,1.8,4.7,1.7,
9/19/2005,2005,9,1.8,4.7,1.7,
9/20/2005,2005,9,1.8,4.7,1.7,
9/21/2005,2005,9,1.8,4.7,1.7,
9/22/2005,2005,9,2,5.1,1.7,
9/23/2005,2005,9,2,5.1,1.7,
9/24/2005,2005,9,2,5.1,1.7,
9/25/2005,2005,9,2,5.1,1.7,
9/26/2005,2005,9,2,5.1,1.7,
9/27/2005,2005,9,2,5.1,1.7,
9/28/2005,2005,9,2,5.1,1.7,
9/29/2005,2005,9,2,5.1,1.7,
9/30/2005,2005,9,1.7,4.7,1.5,
10/1/2005,2005,10,1.7,4.7,1.5,
10/2/2005,2005,10,1.7,4.7,1.5,
10/3/2005,2005,10,1.7,4.7,1.5,
10/4/2005,2005,10,1.7,4.7,1.5,
10/5/2005,2005,10,1.7,4.7,1.5,
10/6/2005,2005,10,1.7,4.7,1.5,
10/7/2005,2005,10,1.7,4.7,1.5,
10/8/2005,2005,10,1.8,5.1,1.3000001,
10/9/2005,2005,10,1.8,5.1,1.3000001,
10/10/2005,2005,10,1.8,5.1,1.3000001,
10/11/2005,2005,10,1.8,5.1,1.3000001,
10/12/2005,2005,10,1.8,5.1,1.3000001,
10/13/2005,2005,10,1.8,5.1,1.3000001,
10/14/2005,2005,10,1.8,5.1,1.3000001,
10/15/2005,2005,10,1.8,5.1,1.3000001,
10/16/2005,2005,10,1.4,4.1,1.1,
10/17/2005,2005,10,1.4,4.1,1.1,
10/18/2005,2005,10,1.4,4.1,1.1,
10/19/2005,2005,10,1.4,4.1,1.1,
10/20/2005,2005,10,1.4,4.1,1.1,
10/21/2005,2005,10,1.4,4.1,1.1,
10/22/2005,2005,10,1.4,4.1,1.1,
10/23/2005,2005,10,1.4,4.1,1.1,
10/24/2005,2005,10,1.2,3.8,0.9,
10/25/2005,2005,10,1.2,3.8,0.9,
10/26/2005,2005,10,1.2,3.8,0.9,
10/27/2005,2005,10,1.2,3.8,0.9,
10/28/2005,2005,10,1.2,3.8,0.9,
10/29/2005,2005,10,1.2,3.8,0.9,
10/30/2005,2005,10,1.2,3.8,0.9,
10/31/2005,2005,10,1.2,3.8,0.9,
11/1/2005,2005,11,0.9,3.2,0.7,
11/2/2005,2005,11,0.9,3.2,0.7,
11/3/2005,2005,11,0.9,3.2,0.7,
11/4/2005,2005,11,0.9,3.2,0.7,
11/5/2005,2005,11,0.9,3.2,0.7,
11/6/2005,2005,11,0.9,3.2,0.7,
11/7/2005,2005,11,0.9,3.2,0.7,
11/8/2005,2005,11,0.9,3.2,0.7,
11/9/2005,2005,11,0.7,2.4,0.5,
11/10/2005,2005,11,0.7,2.4,0.5,
11/11/2005,2005,11,0.7,2.4,0.5,
11/12/2005,2005,11,0.7,2.4,0.5,
11/13/2005,2005,11,0.7,2.4,0.5,
11/14/2005,2005,11,0.7,2.4,0.5,
11/15/2005,2005,11,0.7,2.4,0.5,
11/16/2005,2005,11,0.7,2.4,0.5,
11/17/2005,2005,11,0.8,2.4,0.6,
11/18/2005,2005,11,0.8,2.4,0.6,
11/19/2005,2005,11,0.8,2.4,0.6,
11/20/2005,2005,11,0.8,2.4,0.6,
11/21/2005,2005,11,0.8,2.4,0.6,
11/22/2005,2005,11,0.8,2.4,0.6,
11/23/2005,2005,11,0.8,2.4,0.6,
11/24/2005,2005,11,0.8,2.4,0.6,
11/25/2005,2005,11,0.6,2.4,0.5,
11/26/2005,2005,11,0.6,2.4,0.5,
11/27/2005,2005,11,0.6,2.4,0.5,
11/28/2005,2005,11,0.6,2.4,0.5,
11/29/2005,2005,11,0.6,2.4,0.5,
11/30/2005,2005,11,0.6,2.4,0.5,
12/1/2005,2005,12,0.6,2.4,0.5,
12/2/2005,2005,12,0.6,2.4,0.5,
12/3/2005,2005,12,0.5,2.3,0.5,
12/4/2005,2005,12,0.5,2.3,0.5,
12/5/2005,2005,12,0.5,2.3,0.5,
12/6/2005,2005,12,0.5,2.3,0.5,
12/7/2005,2005,12,0.5,2.3,0.5,
12/8/2005,2005,12,0.5,2.3,0.5,
12/9/2005,2005,12,0.5,2.3,0.5,
12/10/2005,2005,12,0.5,2.3,0.5,
12/11/2005,2005,12,0.6,2.2,0.5,
12/12/2005,2005,12,0.6,2.2,0.5,
12/13/2005,2005,12,0.6,2.2,0.5,
12/14/2005,2005,12,0.6,2.2,0.5,
12/15/2005,2005,12,0.6,2.2,0.5,
12/16/2005,2005,12,0.6,2.2,0.5,
12/17/2005,2005,12,0.6,2.2,0.5,
12/18/2005,2005,12,0.6,2.2,0.5,
12/19/2005,2005,12,0.5,1.9,0.5,
12/20/2005,2005,12,0.5,1.9,0.5,
12/21/2005,2005,12,0.5,1.9,0.5,
12/22/2005,2005,12,0.5,1.9,0.5,
12/23/2005,2005,12,0.5,1.9,0.5,
12/24/2005,2005,12,0.5,1.9,0.5,
12/25/2005,2005,12,0.5,1.9,0.5,
12/26/2005,2005,12,0.5,1.9,0.5,
12/27/2005,2005,12,0.6,2.3,0.8,
12/28/2005,2005,12,0.6,2.3,0.8,
12/29/2005,2005,12,0.6,2.3,0.8,
12/30/2005,2005,12,0.6,2.3,0.8,
12/31/2005,2005,12,0.6,2.3,0.8,
1/1/2006,2006,1,0.6,2.1,0.5,
1/2/2006,2006,1,0.6,2.1,0.5,
1/3/2006,2006,1,0.6,2.1,0.5,
1/4/2006,2006,1,0.6,2.1,0.5,
1/5/2006,2006,1,0.6,2.1,0.5,
1/6/2006,2006,1,0.6,2.1,0.5,
1/7/2006,2006,1,0.6,2.1,0.5,
1/8/2006,2006,1,0.6,2.1,0.5,
1/9/2006,2006,1,0.4,1.8,0.5,
1/10/2006,2006,1,0.4,1.8,0.5,
1/11/2006,2006,1,0.4,1.8,0.5,
1/12/2006,2006,1,0.4,1.8,0.5,
1/13/2006,2006,1,0.4,1.8,0.5,
1/14/2006,2006,1,0.4,1.8,0.5,
1/15/2006,2006,1,0.4,1.8,0.5,
1/16/2006,2006,1,0.4,1.8,0.5,
1/17/2006,2006,1,0.4,2.1,0.4,
1/18/2006,2006,1,0.4,2.1,0.4,
1/19/2006,2006,1,0.4,2.1,0.4,
1/20/2006,2006,1,0.4,2.1,0.4,
1/21/2006,2006,1,0.4,2.1,0.4,
1/22/2006,2006,1,0.4,2.1,0.4,
1/23/2006,2006,1,0.4,2.1,0.4,
1/24/2006,2006,1,0.4,2.1,0.4,
1/25/2006,2006,1,0.4,1.6,0.4,
1/26/2006,2006,1,0.4,1.6,0.4,
1/27/2006,2006,1,0.4,1.6,0.4,
1/28/2006,2006,1,0.4,1.6,0.4,
1/29/2006,2006,1,0.4,1.6,0.4,
1/30/2006,2006,1,0.4,1.6,0.4,
1/31/2006,2006,1,0.4,1.6,0.4,
2/1/2006,2006,2,0.4,1.6,0.4,
2/2/2006,2006,2,0.4,1.7,0.4,
2/3/2006,2006,2,0.4,1.7,0.4,
2/4/2006,2006,2,0.4,1.7,0.4,
2/5/2006,2006,2,0.4,1.7,0.4,
2/6/2006,2006,2,0.4,1.7,0.4,
2/7/2006,2006,2,0.4,1.7,0.4,
2/8/2006,2006,2,0.4,1.7,0.4,
2/9/2006,2006,2,0.4,1.7,0.4,
2/10/2006,2006,2,0.5,1.9,0.4,
2/11/2006,2006,2,0.5,1.9,0.4,
2/12/2006,2006,2,0.5,1.9,0.4,
2/13/2006,2006,2,0.5,1.9,0.4,
2/14/2006,2006,2,0.5,1.9,0.4,
2/15/2006,2006,2,0.5,1.9,0.4,
2/16/2006,2006,2,0.5,1.9,0.4,
2/17/2006,2006,2,0.5,1.9,0.4,
2/18/2006,2006,2,0.5,2,0.4,
2/19/2006,2006,2,0.5,2,0.4,
2/20/2006,2006,2,0.5,2,0.4,
2/21/2006,2006,2,0.5,2,0.4,
2/22/2006,2006,2,0.5,2,0.4,
2/23/2006,2006,2,0.5,2,0.4,
2/24/2006,2006,2,0.5,2,0.4,
2/25/2006,2006,2,0.5,2,0.4,
2/26/2006,2006,2,0.3,1.5,0.3,
2/27/2006,2006,2,0.3,1.5,0.3,
2/28/2006,2006,2,0.3,1.5,0.3,
3/1/2006,2006,3,0.3,1.5,0.3,
3/2/2006,2006,3,0.3,1.5,0.3,
3/3/2006,2006,3,0.3,1.5,0.3,
3/4/2006,2006,3,0.3,1.5,0.3,
3/5/2006,2006,3,0.3,1.5,0.3,
3/6/2006,2006,3,0.3,1.6,0.4,
3/7/2006,2006,3,0.3,1.6,0.4,
3/8/2006,2006,3,0.3,1.6,0.4,
3/9/2006,2006,3,0.3,1.6,0.4,
3/10/2006,2006,3,0.3,1.6,0.4,
3/11/2006,2006,3,0.3,1.6,0.4,
3/12/2006,2006,3,0.3,1.6,0.4,
3/13/2006,2006,3,0.3,1.6,0.4,
3/14/2006,2006,3,0.2,1.3,0.3,
3/15/2006,2006,3,0.2,1.3,0.3,
3/16/2006,2006,3,0.2,1.3,0.3,
3/17/2006,2006,3,0.2,1.3,0.3,
3/18/2006,2006,3,0.2,1.3,0.3,
3/19/2006,2006,3,0.2,1.3,0.3,
3/20/2006,2006,3,0.2,1.3,0.3,
3/21/2006,2006,3,0.2,1.3,0.3,
3/22/2006,2006,3,0.2,1.1,0.4,
3/23/2006,2006,3,0.2,1.1,0.4,
3/24/2006,2006,3,0.2,1.1,0.4,
3/25/2006,2006,3,0.2,1.1,0.4,
3/26/2006,2006,3,0.2,1.1,0.4,
3/27/2006,2006,3,0.2,1.1,0.4,
3/28/2006,2006,3,0.2,1.1,0.4,
3/29/2006,2006,3,0.2,1.1,0.4,
3/30/2006,2006,3,0.2,1.2,0.3,
3/31/2006,2006,3,0.2,1.2,0.3,
4/1/2006,2006,4,0.2,1.2,0.3,
4/2/2006,2006,4,0.2,1.2,0.3,
4/3/2006,2006,4,0.2,1.2,0.3,
4/4/2006,2006,4,0.2,1.2,0.3,
4/5/2006,2006,4,0.2,1.2,0.3,
4/6/2006,2006,4,0.2,1.2,0.3,
4/7/2006,2006,4,0.3,1.2,0.3,
4/8/2006,2006,4,0.3,1.2,0.3,
4/9/2006,2006,4,0.3,1.2,0.3,
4/10/2006,2006,4,0.3,1.2,0.3,
4/11/2006,2006,4,0.3,1.2,0.3,
4/12/2006,2006,4,0.3,1.2,0.3,
4/13/2006,2006,4,0.3,1.2,0.3,
4/14/2006,2006,4,0.3,1.2,0.3,
4/15/2006,2006,4,0.2,1,0.3,
4/16/2006,2006,4,0.2,1,0.3,
4/17/2006,2006,4,0.2,1,0.3,
4/18/2006,2006,4,0.2,1,0.3,
4/19/2006,2006,4,0.2,1,0.3,
4/20/2006,2006,4,0.2,1,0.3,
4/21/2006,2006,4,0.2,1,0.3,
4/22/2006,2006,4,0.2,1,0.3,
4/23/2006,2006,4,0.2,0.9,0.3,
4/24/2006,2006,4,0.2,0.9,0.3,
4/25/2006,2006,4,0.2,0.9,0.3,
4/26/2006,2006,4,0.2,0.9,0.3,
4/27/2006,2006,4,0.2,0.9,0.3,
4/28/2006,2006,4,0.2,0.9,0.3,
4/29/2006,2006,4,0.2,0.9,0.3,
4/30/2006,2006,4,0.2,0.9,0.3,
5/1/2006,2006,5,0.3,1.1,0.3,
5/2/2006,2006,5,0.3,1.1,0.3,
5/3/2006,2006,5,0.3,1.1,0.3,
5/4/2006,2006,5,0.3,1.1,0.3,
5/5/2006,2006,5,0.3,1.1,0.3,
5/6/2006,2006,5,0.3,1.1,0.3,
5/7/2006,2006,5,0.3,1.1,0.3,
5/8/2006,2006,5,0.3,1.1,0.3,
5/9/2006,2006,5,0.2,1,0.3,
5/10/2006,2006,5,0.2,1,0.3,
5/11/2006,2006,5,0.2,1,0.3,
5/12/2006,2006,5,0.2,1,0.3,
5/13/2006,2006,5,0.2,1,0.3,
5/14/2006,2006,5,0.2,1,0.3,
5/15/2006,2006,5,0.2,1,0.3,
5/16/2006,2006,5,0.2,1,0.3,
5/17/2006,2006,5,0.2,0.7,0.3,
5/18/2006,2006,5,0.2,0.7,0.3,
5/19/2006,2006,5,0.2,0.7,0.3,
5/20/2006,2006,5,0.2,0.7,0.3,
5/21/2006,2006,5,0.2,0.7,0.3,
5/22/2006,2006,5,0.2,0.7,0.3,
5/23/2006,2006,5,0.2,0.7,0.3,
5/24/2006,2006,5,0.2,0.7,0.3,
5/25/2006,2006,5,0.4,0.3,0.1,
5/26/2006,2006,5,0.4,0.3,0.1,
5/27/2006,2006,5,0.4,0.3,0.1,
5/28/2006,2006,5,0.4,0.3,0.1,
5/29/2006,2006,5,0.4,0.3,0.1,
5/30/2006,2006,5,0.4,0.3,0.1,
5/31/2006,2006,5,0.4,0.3,0.1,
6/1/2006,2006,6,0.4,0.3,0.1,
6/2/2006,2006,6,0.8,0.3,0.1,
6/3/2006,2006,6,0.8,0.3,0.1,
6/4/2006,2006,6,0.8,0.3,0.1,
6/5/2006,2006,6,0.8,0.3,0.1,
6/6/2006,2006,6,0.8,0.3,0.1,
6/7/2006,2006,6,0.8,0.3,0.1,
6/8/2006,2006,6,0.8,0.3,0.1,
6/9/2006,2006,6,0.8,0.3,0.1,
6/10/2006,2006,6,0.3,0.2,0.1,
6/11/2006,2006,6,0.3,0.2,0.1,
6/12/2006,2006,6,0.3,0.2,0.1,
6/13/2006,2006,6,0.3,0.2,0.1,
6/14/2006,2006,6,0.3,0.2,0.1,
6/15/2006,2006,6,0.3,0.2,0.1,
6/16/2006,2006,6,0.3,0.2,0.1,
6/17/2006,2006,6,0.3,0.2,0.1,
6/18/2006,2006,6,0.4,0.3,0.1,
6/19/2006,2006,6,0.4,0.3,0.1,
6/20/2006,2006,6,0.4,0.3,0.1,
6/21/2006,2006,6,0.4,0.3,0.1,
6/22/2006,2006,6,0.4,0.3,0.1,
6/23/2006,2006,6,0.4,0.3,0.1,
6/24/2006,2006,6,0.4,0.3,0.1,
6/25/2006,2006,6,0.4,0.3,0.1,
6/26/2006,2006,6,0.1,0.2,0.5,
6/27/2006,2006,6,0.1,0.2,0.5,
6/28/2006,2006,6,0.1,0.2,0.5,
6/29/2006,2006,6,0.1,0.2,0.5,
6/30/2006,2006,6,0.1,0.2,0.5,
7/1/2006,2006,7,0.1,0.2,0.5,
7/2/2006,2006,7,0.1,0.2,0.5,
7/3/2006,2006,7,0.1,0.2,0.5,
7/4/2006,2006,7,0.9,0.2,0.3,
7/5/2006,2006,7,0.9,0.2,0.3,
7/6/2006,2006,7,0.9,0.2,0.3,
7/7/2006,2006,7,0.9,0.2,0.3,
7/8/2006,2006,7,0.9,0.2,0.3,
7/9/2006,2006,7,0.9,0.2,0.3,
7/10/2006,2006,7,0.9,0.2,0.3,
7/11/2006,2006,7,0.9,0.2,0.3,
7/12/2006,2006,7,0.5,1.3,0.6,
7/13/2006,2006,7,0.5,1.3,0.6,
7/14/2006,2006,7,0.5,1.3,0.6,
7/15/2006,2006,7,0.5,1.3,0.6,
7/16/2006,2006,7,0.5,1.3,0.6,
7/17/2006,2006,7,0.5,1.3,0.6,
7/18/2006,2006,7,0.5,1.3,0.6,
7/19/2006,2006,7,0.5,1.3,0.6,
7/20/2006,2006,7,0.8,0.9,0.4,
7/21/2006,2006,7,0.8,0.9,0.4,
7/22/2006,2006,7,0.8,0.9,0.4,
7/23/2006,2006,7,0.8,0.9,0.4,
7/24/2006,2006,7,0.8,0.9,0.4,
7/25/2006,2006,7,0.8,0.9,0.4,
7/26/2006,2006,7,0.8,0.9,0.4,
7/27/2006,2006,7,0.8,0.9,0.4,
7/28/2006,2006,7,0.6,1.7,0.8,
7/29/2006,2006,7,0.6,1.7,0.8,
7/30/2006,2006,7,0.6,1.7,0.8,
7/31/2006,2006,7,0.6,1.7,0.8,
8/1/2006,2006,8,0.6,1.7,0.8,
8/2/2006,2006,8,0.6,1.7,0.8,
8/3/2006,2006,8,0.6,1.7,0.8,
8/4/2006,2006,8,0.6,1.7,0.8,
8/5/2006,2006,8,0.9,1.6,1,
8/6/2006,2006,8,0.9,1.6,1,
8/7/2006,2006,8,0.9,1.6,1,
8/8/2006,2006,8,0.9,1.6,1,
8/9/2006,2006,8,0.9,1.6,1,
8/10/2006,2006,8,0.9,1.6,1,
8/11/2006,2006,8,0.9,1.6,1,
8/12/2006,2006,8,0.9,1.6,1,
8/13/2006,2006,8,0.6,2.1,0.6,
8/14/2006,2006,8,0.6,2.1,0.6,
8/15/2006,2006,8,0.6,2.1,0.6,
8/16/2006,2006,8,0.6,2.1,0.6,
8/17/2006,2006,8,0.6,2.1,0.6,
8/18/2006,2006,8,0.6,2.1,0.6,
8/19/2006,2006,8,0.6,2.1,0.6,
8/20/2006,2006,8,0.6,2.1,0.6,
8/21/2006,2006,8,1,2.9,0.8,
8/22/2006,2006,8,1,2.9,0.8,
8/23/2006,2006,8,1,2.9,0.8,
8/24/2006,2006,8,1,2.9,0.8,
8/25/2006,2006,8,1,2.9,0.8,
8/26/2006,2006,8,1,2.9,0.8,
8/27/2006,2006,8,1,2.9,0.8,
8/28/2006,2006,8,1,2.9,0.8,
8/29/2006,2006,8,1.4,3.3,1.5,
8/30/2006,2006,8,1.4,3.3,1.5,
8/31/2006,2006,8,1.4,3.3,1.5,
9/1/2006,2006,9,1.4,3.3,1.5,
9/2/2006,2006,9,1.4,3.3,1.5,
9/3/2006,2006,9,1.4,3.3,1.5,
9/4/2006,2006,9,1.4,3.3,1.5,
9/5/2006,2006,9,1.4,3.3,1.5,
9/6/2006,2006,9,1.2,3,1.4,
9/7/2006,2006,9,1.2,3,1.4,
9/8/2006,2006,9,1.2,3,1.4,
9/9/2006,2006,9,1.2,3,1.4,
9/10/2006,2006,9,1.2,3,1.4,
9/11/2006,2006,9,1.2,3,1.4,
9/12/2006,2006,9,1.2,3,1.4,
9/13/2006,2006,9,1.2,3,1.4,
9/14/2006,2006,9,1.7,4.3,1.6,
9/15/2006,2006,9,1.7,4.3,1.6,
9/16/2006,2006,9,1.7,4.3,1.6,
9/17/2006,2006,9,1.7,4.3,1.6,
9/18/2006,2006,9,1.7,4.3,1.6,
9/19/2006,2006,9,1.7,4.3,1.6,
9/20/2006,2006,9,1.7,4.3,1.6,
9/21/2006,2006,9,1.7,4.3,1.6,
9/22/2006,2006,9,1.6,3.8,1.3000001,
9/23/2006,2006,9,1.6,3.8,1.3000001,
9/24/2006,2006,9,1.6,3.8,1.3000001,
9/25/2006,2006,9,1.6,3.8,1.3000001,
9/26/2006,2006,9,1.6,3.8,1.3000001,
9/27/2006,2006,9,1.6,3.8,1.3000001,
9/28/2006,2006,9,1.6,3.8,1.3000001,
9/29/2006,2006,9,1.6,3.8,1.3000001,
9/30/2006,2006,9,1.4,3.8,1.7,
10/1/2006,2006,10,1.4,3.8,1.7,
10/2/2006,2006,10,1.4,3.8,1.7,
10/3/2006,2006,10,1.4,3.8,1.7,
10/4/2006,2006,10,1.4,3.8,1.7,
10/5/2006,2006,10,1.4,3.8,1.7,
10/6/2006,2006,10,1.4,3.8,1.7,
10/7/2006,2006,10,1.4,3.8,1.7,
10/8/2006,2006,10,1.4,3.5,1.1,
10/9/2006,2006,10,1.4,3.5,1.1,
10/10/2006,2006,10,1.4,3.5,1.1,
10/11/2006,2006,10,1.4,3.5,1.1,
10/12/2006,2006,10,1.4,3.5,1.1,
10/13/2006,2006,10,1.4,3.5,1.1,
10/14/2006,2006,10,1.4,3.5,1.1,
10/15/2006,2006,10,1.4,3.5,1.1,
10/16/2006,2006,10,1.3,3.9,0.9,
10/17/2006,2006,10,1.3,3.9,0.9,
10/18/2006,2006,10,1.3,3.9,0.9,
10/19/2006,2006,10,1.3,3.9,0.9,
10/20/2006,2006,10,1.3,3.9,0.9,
10/21/2006,2006,10,1.3,3.9,0.9,
10/22/2006,2006,10,1.3,3.9,0.9,
10/23/2006,2006,10,1.3,3.9,0.9,
10/24/2006,2006,10,1,3.6,1,
10/25/2006,2006,10,1,3.6,1,
10/26/2006,2006,10,1,3.6,1,
10/27/2006,2006,10,1,3.6,1,
10/28/2006,2006,10,1,3.6,1,
10/29/2006,2006,10,1,3.6,1,
10/30/2006,2006,10,1,3.6,1,
10/31/2006,2006,10,1,3.6,1,
11/1/2006,2006,11,1.1,3.5,0.7,
11/2/2006,2006,11,1.1,3.5,0.7,
11/3/2006,2006,11,1.1,3.5,0.7,
11/4/2006,2006,11,1.1,3.5,0.7,
11/5/2006,2006,11,1.1,3.5,0.7,
11/6/2006,2006,11,1.1,3.5,0.7,
11/7/2006,2006,11,1.1,3.5,0.7,
11/8/2006,2006,11,1.1,3.5,0.7,
11/9/2006,2006,11,1,3.5,0.7,
11/10/2006,2006,11,1,3.5,0.7,
11/11/2006,2006,11,1,3.5,0.7,
11/12/2006,2006,11,1,3.5,0.7,
11/13/2006,2006,11,1,3.5,0.7,
11/14/2006,2006,11,1,3.5,0.7,
11/15/2006,2006,11,1,3.5,0.7,
11/16/2006,2006,11,1,3.5,0.7,
11/17/2006,2006,11,0.7,2.5,0.7,
11/18/2006,2006,11,0.7,2.5,0.7,
11/19/2006,2006,11,0.7,2.5,0.7,
11/20/2006,2006,11,0.7,2.5,0.7,
11/21/2006,2006,11,0.7,2.5,0.7,
11/22/2006,2006,11,0.7,2.5,0.7,
11/23/2006,2006,11,0.7,2.5,0.7,
11/24/2006,2006,11,0.7,2.5,0.7,
11/25/2006,2006,11,0.5,2.3,0.6,
11/26/2006,2006,11,0.5,2.3,0.6,
11/27/2006,2006,11,0.5,2.3,0.6,
11/28/2006,2006,11,0.5,2.3,0.6,
11/29/2006,2006,11,0.5,2.3,0.6,
11/30/2006,2006,11,0.5,2.3,0.6,
12/1/2006,2006,12,0.5,2.3,0.6,
12/2/2006,2006,12,0.5,2.3,0.6,
12/3/2006,2006,12,0.5,2.2,0.6,
12/4/2006,2006,12,0.5,2.2,0.6,
12/5/2006,2006,12,0.5,2.2,0.6,
12/6/2006,2006,12,0.5,2.2,0.6,
12/7/2006,2006,12,0.5,2.2,0.6,
12/8/2006,2006,12,0.5,2.2,0.6,
12/9/2006,2006,12,0.5,2.2,0.6,
12/10/2006,2006,12,0.5,2.2,0.6,
12/11/2006,2006,12,0.6,2.4,0.5,
12/12/2006,2006,12,0.6,2.4,0.5,
12/13/2006,2006,12,0.6,2.4,0.5,
12/14/2006,2006,12,0.6,2.4,0.5,
12/15/2006,2006,12,0.6,2.4,0.5,
12/16/2006,2006,12,0.6,2.4,0.5,
12/17/2006,2006,12,0.6,2.4,0.5,
12/18/2006,2006,12,0.6,2.4,0.5,
12/19/2006,2006,12,0.5,2.1,0.6,
12/20/2006,2006,12,0.5,2.1,0.6,
12/21/2006,2006,12,0.5,2.1,0.6,
12/22/2006,2006,12,0.5,2.1,0.6,
12/23/2006,2006,12,0.5,2.1,0.6,
12/24/2006,2006,12,0.5,2.1,0.6,
12/25/2006,2006,12,0.5,2.1,0.6,
12/26/2006,2006,12,0.5,2.1,0.6,
12/27/2006,2006,12,0.4,1.3,0.8,
12/28/2006,2006,12,0.4,1.3,0.8,
12/29/2006,2006,12,0.4,1.3,0.8,
12/30/2006,2006,12,0.4,1.3,0.8,
12/31/2006,2006,12,0.4,1.3,0.8,
1/1/2007,2007,1,0.5,1.9,0.5,
1/2/2007,2007,1,0.5,1.9,0.5,
1/3/2007,2007,1,0.5,1.9,0.5,
1/4/2007,2007,1,0.5,1.9,0.5,
1/5/2007,2007,1,0.5,1.9,0.5,
1/6/2007,2007,1,0.5,1.9,0.5,
1/7/2007,2007,1,0.5,1.9,0.5,
1/8/2007,2007,1,0.5,1.9,0.5,
1/9/2007,2007,1,0.4,1.9,0.5,
1/10/2007,2007,1,0.4,1.9,0.5,
1/11/2007,2007,1,0.4,1.9,0.5,
1/12/2007,2007,1,0.4,1.9,0.5,
1/13/2007,2007,1,0.4,1.9,0.5,
1/14/2007,2007,1,0.4,1.9,0.5,
1/15/2007,2007,1,0.4,1.9,0.5,
1/16/2007,2007,1,0.4,1.9,0.5,
1/17/2007,2007,1,0.6,2.2,0.5,
1/18/2007,2007,1,0.6,2.2,0.5,
1/19/2007,2007,1,0.6,2.2,0.5,
1/20/2007,2007,1,0.6,2.2,0.5,
1/21/2007,2007,1,0.6,2.2,0.5,
1/22/2007,2007,1,0.6,2.2,0.5,
1/23/2007,2007,1,0.6,2.2,0.5,
1/24/2007,2007,1,0.6,2.2,0.5,
1/25/2007,2007,1,0.5,2.2,0.4,
1/26/2007,2007,1,0.5,2.2,0.4,
1/27/2007,2007,1,0.5,2.2,0.4,
1/28/2007,2007,1,0.5,2.2,0.4,
1/29/2007,2007,1,0.5,2.2,0.4,
1/30/2007,2007,1,0.5,2.2,0.4,
1/31/2007,2007,1,0.5,2.2,0.4,
2/1/2007,2007,2,0.5,2.2,0.4,
2/2/2007,2007,2,0.5,2,0.4,
2/3/2007,2007,2,0.5,2,0.4,
2/4/2007,2007,2,0.5,2,0.4,
2/5/2007,2007,2,0.5,2,0.4,
2/6/2007,2007,2,0.5,2,0.4,
2/7/2007,2007,2,0.5,2,0.4,
2/8/2007,2007,2,0.5,2,0.4,
2/9/2007,2007,2,0.5,2,0.4,
2/10/2007,2007,2,0.7,2.4,0.5,
2/11/2007,2007,2,0.7,2.4,0.5,
2/12/2007,2007,2,0.7,2.4,0.5,
2/13/2007,2007,2,0.7,2.4,0.5,
2/14/2007,2007,2,0.7,2.4,0.5,
2/15/2007,2007,2,0.7,2.4,0.5,
2/16/2007,2007,2,0.7,2.4,0.5,
2/17/2007,2007,2,0.7,2.4,0.5,
2/18/2007,2007,2,0.5,1.8,0.4,
2/19/2007,2007,2,0.5,1.8,0.4,
2/20/2007,2007,2,0.5,1.8,0.4,
2/21/2007,2007,2,0.5,1.8,0.4,
2/22/2007,2007,2,0.5,1.8,0.4,
2/23/2007,2007,2,0.5,1.8,0.4,
2/24/2007,2007,2,0.5,1.8,0.4,
2/25/2007,2007,2,0.5,1.8,0.4,
2/26/2007,2007,2,0.4,1.8,0.4,
2/27/2007,2007,2,0.4,1.8,0.4,
2/28/2007,2007,2,0.4,1.8,0.4,
3/1/2007,2007,3,0.4,1.8,0.4,
